Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2016,379,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,380,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,402,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2016,403,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2016,404,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2016,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,408,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,409,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2016,410,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,412,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2016,413,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2016,414,West Melbourne (Residential),0,9,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2016,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,416,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,418,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2016,419,West Melbourne (Residential),0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2016,420,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2016,421,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,423,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,48
2016,424,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,20,13,0,0,11,0,0,0,0,0,0,55
2016,425,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,426,West Melbourne (Residential),0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,139
2016,427,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,20,0,0,149
2016,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2016,429,West Melbourne (Residential),0,0,0,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2016,430,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,131
2016,431,West Melbourne (Residential),0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,184
2016,432,West Melbourne (Residential),0,0,0,0,0,0,158,0,0,13,0,0,0,0,0,0,0,0,0,0,356
2016,433,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,434,West Melbourne (Residential),0,0,0,0,27,0,0,0,6,20,0,0,0,0,0,0,0,11,0,0,161
2016,435,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,30,0,0,0,12,0,0,0,21,8,0,91
2016,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,437,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2016,438,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2016,439,West Melbourne (Residential),0,0,0,0,74,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,149
2016,440,West Melbourne (Residential),0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
2016,441,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2016,442,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
2016,443,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
2016,444,West Melbourne (Residential),0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817
2016,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,501,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,402,629
2016,502,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,187,396
2016,503,Kensington,0,14,0,0,57,159,0,0,0,9,0,0,152,25,0,0,0,0,0,158,716
2016,504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2016,505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,119
2016,506,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,179
2016,508,Kensington,0,0,0,0,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,47,108
2016,509,Kensington,0,0,0,112,8,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,205
2016,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2016,513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2016,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,519,Kensington,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
2016,520,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2016,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,523,Kensington,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,57
2016,524,Kensington,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,88
2016,525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2016,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,527,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,528,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,538,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,539,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,309
2016,540,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,547,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,549,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,550,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,553,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,558,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,559,Kensington,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,23,0,0,59
2016,560,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2016,561,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,562,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2016,563,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,569,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,570,Kensington,0,0,0,"2,765",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"2,819"
2016,571,Kensington,0,0,0,0,0,0,0,0,0,54,0,0,0,20,0,0,0,227,0,0,447
2016,601,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,79
2016,602,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,603,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2016,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,606,East Melbourne,11,0,0,0,30,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,135
2016,607,East Melbourne,0,0,0,0,82,0,0,0,0,50,180,0,0,349,0,0,0,0,0,0,776
2016,608,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,610,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,611,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2016,612,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2016,613,East Melbourne,10,0,0,0,0,0,0,0,0,41,62,0,0,9,0,0,0,0,0,0,179
2016,614,East Melbourne,0,0,0,0,0,0,0,0,0,0,861,0,0,4,0,0,0,0,0,0,900
2016,615,East Melbourne,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,934
2016,616,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2016,617,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2016,618,East Melbourne,0,0,0,0,81,0,0,0,0,47,161,0,0,0,0,0,0,0,0,0,639
2016,619,East Melbourne,0,47,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2016,620,East Melbourne,0,0,0,0,0,0,83,0,0,0,864,0,0,0,0,0,0,0,0,0,"1,022"
2016,621,East Melbourne,0,0,0,0,173,0,573,0,839,23,557,0,0,296,0,0,0,0,0,0,"2,635"
2016,642,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
2016,643,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,644,East Melbourne,0,0,0,0,838,0,0,0,0,39,435,0,0,147,"1,523",0,0,0,0,0,"3,645"
2016,645,East Melbourne,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,892
2016,646,East Melbourne,0,0,0,0,91,0,0,0,0,0,180,0,0,17,0,0,0,0,0,0,369
2016,649,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,169
2016,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,651,East Melbourne,349,0,0,0,0,0,0,0,0,31,"2,424",0,0,33,0,0,0,0,0,0,"2,851"
2016,652,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,048",0,0,0,0,0,"3,100"
2016,653,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,655,East Melbourne,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
2016,656,East Melbourne,0,91,0,282,208,0,0,0,25,0,28,0,0,73,0,0,0,0,0,0,886
2016,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,658,East Melbourne,0,0,0,"1,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,094"
2016,659,Melbourne (Remainder),0,0,0,"2,697",0,0,0,0,0,"1,033",0,0,0,0,0,0,0,0,0,0,"3,730"
2016,660,Melbourne (Remainder),0,0,0,888,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,"1,406"
2016,661,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,662,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,663,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2016,710,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,15,0,0,226
2016,720,Melbourne (Remainder),0,29,0,0,562,0,0,0,116,54,445,0,54,22,0,22,0,69,0,252,"1,808"
2016,724,Melbourne (Remainder),0,747,0,0,311,0,0,0,0,631,7,0,0,0,0,0,0,0,0,0,"1,903"
2016,728,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,729,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,160
2016,730,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2016,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,731,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,732,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2016,733,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,120
2016,734,Southbank,0,0,0,0,72,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2016,735,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2016,736,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
2016,737,Southbank,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
2016,738,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907
2016,739,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
2016,740,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
2016,741,Southbank,0,0,0,257,208,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,547
2016,742,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2016,743,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,744,Southbank,1,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2016,745,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2016,746,Southbank,0,0,0,0,551,84,0,0,47,0,73,523,0,0,0,0,0,0,0,197,"1,724"
2016,747,Southbank,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
2016,748,Southbank,0,0,0,0,921,115,0,0,0,32,0,0,0,0,0,0,0,10,0,0,"1,344"
2016,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,750,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2016,751,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
2016,752,Southbank,0,0,0,"1,174",0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,"1,428"
2016,753,Southbank,0,54,0,0,593,0,0,0,151,508,78,0,0,33,0,33,0,43,57,0,"5,345"
2016,759,Melbourne (Remainder),0,21,0,0,711,0,0,0,99,23,0,0,0,134,0,0,0,0,0,0,"1,322"
2016,760,Melbourne (Remainder),0,219,0,0,441,145,0,0,"1,441",25,350,48,0,47,38,143,0,0,61,0,"3,228"
2016,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,772,Docklands,0,0,0,0,31,0,0,0,0,0,0,48,0,0,0,0,0,0,64,25,472
2016,773,Docklands,0,0,0,0,31,0,0,0,0,43,0,0,0,14,0,42,0,0,0,0,158
2016,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
2016,775,Port Melbourne,0,0,0,0,32,76,0,0,0,0,0,0,148,0,0,0,0,0,49,160,524
2016,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,777,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2016,778,Port Melbourne,0,0,0,0,76,0,0,0,0,0,0,86,126,0,0,0,0,0,0,86,421
2016,779,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,018"
2016,780,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,781,Port Melbourne,0,66,0,0,241,194,0,0,24,0,42,0,751,0,82,0,0,60,149,205,"1,918"
2016,782,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
2016,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2016,784,Port Melbourne,0,0,0,0,102,115,0,0,0,0,0,32,328,0,27,0,0,20,16,196,888
2016,785,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,209
2016,786,Port Melbourne,0,0,0,14,109,36,0,0,0,53,0,26,"1,935",52,0,0,0,19,0,87,"3,162"
2016,787,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2016,788,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,789,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
2016,790,Port Melbourne,0,238,0,0,118,142,5,0,0,0,0,0,509,37,0,0,0,76,62,525,"1,838"
2016,791,Port Melbourne,0,0,0,0,56,0,0,0,0,0,0,0,"1,474",0,0,0,0,0,53,0,"1,671"
2016,792,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,793,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,427
2016,801,Southbank,0,85,0,0,714,143,0,0,156,197,0,128,0,0,0,0,0,25,0,0,"2,780"
2016,802,Southbank,0,0,730,0,"2,915",122,0,0,528,236,0,0,440,404,0,45,0,139,0,0,"6,703"
2016,803,Southbank,0,0,0,"5,611",0,0,0,0,0,"1,111",0,0,0,0,0,0,0,120,0,0,"8,105"
2016,804,Southbank,0,447,0,0,48,0,0,0,0,455,16,0,0,25,0,65,0,"1,099",0,0,"3,797"
2016,806,Southbank,0,0,0,44,0,0,0,0,0,184,0,0,0,0,0,0,0,102,0,0,756
2016,807,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858
2016,808,Southbank,0,0,0,0,263,166,0,0,0,47,0,0,0,0,0,171,0,51,0,0,877
2016,809,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2016,810,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2016,811,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2016,812,Southbank,0,0,0,0,439,43,0,0,25,53,20,0,0,52,0,0,0,87,0,0,871
2016,813,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
2016,814,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,815,Southbank,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2016,849,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,850,Melbourne (Remainder),0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2016,851,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,852,Melbourne (Remainder),0,0,0,216,0,0,0,0,0,115,0,0,0,3,0,0,0,0,0,0,340
2016,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,854,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,855,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
2016,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,858,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2016,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,861,South Yarra,0,0,0,0,0,0,13,0,0,116,0,0,0,0,0,0,0,20,0,0,151
2016,862,South Yarra,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,91
2016,863,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,864,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2016,865,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,866,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2016,867,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,868,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2016,869,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,870,Melbourne (Remainder),0,0,0,0,"4,075",0,0,0,0,62,"6,306",0,0,0,0,0,0,19,0,0,"11,023"
2016,871,Melbourne (Remainder),0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,559
2016,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
